underlying_id,valuedate,settle_value,ticker
BO  N8,15-Jun-15,33.37,BON8 Comdty
BO  Q6,15-Jun-15,33.13,BOQ6 Comdty
BO  V6,15-Jun-15,33.01,BOV6 Comdty
BO  V7,15-Jun-15,33.44,BOV7 Comdty
BO  Z6,15-Jun-15,33.06,BOZ6 Comdty
BO  U6,15-Jun-15,33.06,BOU6 Comdty
BO  H6,15-Jun-15,33.24,BOH6 Comdty
BO  U5,15-Jun-15,32.8,BOU15 Comdty
BO  N5,15-Jun-15,32.69,BON15 Comdty
BO  F6,15-Jun-15,33.18,BOF16 Comdty
BO  Z8,15-Jun-15,33.37,BOZ8 Comdty
BO  Q5,15-Jun-15,32.74,BOQ15 Comdty
BO  N7,15-Jun-15,33.51,BON7 Comdty
BO  V5,15-Jun-15,32.86,BOV15 Comdty
BO  K7,15-Jun-15,33.41,BOK7 Comdty
BO  Z7,15-Jun-15,33.37,BOZ7 Comdty
BO  H7,15-Jun-15,33.33,BOH7 Comdty
BO  V8,15-Jun-15,33.37,BOV8 Comdty
BO  Q7,15-Jun-15,33.47,BOQ7 Comdty
BO  U7,15-Jun-15,33.46,BOU7 Comdty
BO  F7,15-Jun-15,33.16,BOF7 Comdty
BO  Z5,16-Jun-15,33.31,BOZ5 Comdty
BO  K6,16-Jun-15,33.52,BOK6 Comdty
BO  N6,16-Jun-15,33.56,BON6 Comdty
BO  Q6,16-Jun-15,33.52,BOQ6 Comdty
BO  K7,16-Jun-15,33.77,BOK7 Comdty
BO  N8,16-Jun-15,33.73,BON8 Comdty
BO  U5,16-Jun-15,33.05,BOU15 Comdty
BO  V7,16-Jun-15,33.8,BOV7 Comdty
BO  N5,16-Jun-15,32.9,BON15 Comdty
BO  U7,16-Jun-15,33.82,BOU7 Comdty
BO  V5,16-Jun-15,33.13,BOV15 Comdty
BO  F6,16-Jun-15,33.48,BOF16 Comdty
BO  Q5,16-Jun-15,32.97,BOQ15 Comdty
BO  V6,16-Jun-15,33.4,BOV6 Comdty
BO  F7,16-Jun-15,33.52,BOF7 Comdty
BO  U6,16-Jun-15,33.48,BOU6 Comdty
BO  H6,16-Jun-15,33.54,BOH6 Comdty
BO  Z6,16-Jun-15,33.42,BOZ6 Comdty
BO  Q7,16-Jun-15,33.83,BOQ7 Comdty
BO  Z7,16-Jun-15,33.73,BOZ7 Comdty
BO  V8,16-Jun-15,33.73,BOV8 Comdty
BO  Z8,16-Jun-15,33.73,BOZ8 Comdty
BO  N7,16-Jun-15,33.87,BON7 Comdty
BO  H7,16-Jun-15,33.69,BOH7 Comdty
BO  N6,17-Jun-15,33.54,BON6 Comdty
BO  Z5,17-Jun-15,33.29,BOZ5 Comdty
BO  K7,17-Jun-15,33.76,BOK7 Comdty
BO  K6,17-Jun-15,33.49,BOK6 Comdty
BO  Z6,17-Jun-15,33.41,BOZ6 Comdty
BO  Q6,17-Jun-15,33.51,BOQ6 Comdty
BO  U5,17-Jun-15,33.02,BOU15 Comdty
BO  U6,17-Jun-15,33.47,BOU6 Comdty
BO  N8,17-Jun-15,33.72,BON8 Comdty
BO  F6,17-Jun-15,33.45,BOF16 Comdty
BO  V7,17-Jun-15,33.79,BOV7 Comdty
BO  V5,17-Jun-15,33.1,BOV15 Comdty
BO  U7,17-Jun-15,33.81,BOU7 Comdty
BO  N5,17-Jun-15,32.85,BON15 Comdty
BO  V6,17-Jun-15,33.37,BOV6 Comdty
BO  H7,17-Jun-15,33.68,BOH7 Comdty
BO  Q5,17-Jun-15,32.94,BOQ15 Comdty
BO  Z7,17-Jun-15,33.72,BOZ7 Comdty
BO  H6,17-Jun-15,33.52,BOH6 Comdty
BO  Q7,17-Jun-15,33.82,BOQ7 Comdty
BO  V8,17-Jun-15,33.72,BOV8 Comdty
BO  F7,17-Jun-15,33.51,BOF7 Comdty
BO  Z8,17-Jun-15,33.72,BOZ8 Comdty
BO  N7,17-Jun-15,33.86,BON7 Comdty
BO  Q6,18-Jun-15,33.02,BOQ6 Comdty
BO  N6,18-Jun-15,33.04,BON6 Comdty
BO  Z5,18-Jun-15,32.63,BOZ5 Comdty
BO  K6,18-Jun-15,32.97,BOK6 Comdty
BO  N8,18-Jun-15,33.24,BON8 Comdty
BO  V7,18-Jun-15,33.31,BOV7 Comdty
BO  Z6,18-Jun-15,32.93,BOZ6 Comdty
BO  K7,18-Jun-15,33.28,BOK7 Comdty
BO  H6,18-Jun-15,32.94,BOH6 Comdty
BO  U7,18-Jun-15,33.33,BOU7 Comdty
BO  V6,18-Jun-15,32.9,BOV6 Comdty
BO  F6,18-Jun-15,32.8,BOF16 Comdty
BO  V5,18-Jun-15,32.47,BOV15 Comdty
BO  N5,18-Jun-15,32.25,BON15 Comdty
BO  U5,18-Jun-15,32.41,BOU15 Comdty
BO  Q5,18-Jun-15,32.34,BOQ15 Comdty
BO  U6,18-Jun-15,32.97,BOU6 Comdty
BO  Q7,18-Jun-15,33.34,BOQ7 Comdty
BO  Z7,18-Jun-15,33.24,BOZ7 Comdty
BO  Z8,18-Jun-15,33.24,BOZ8 Comdty
BO  V8,18-Jun-15,33.24,BOV8 Comdty
BO  F7,18-Jun-15,33.03,BOF7 Comdty
BO  N7,18-Jun-15,33.38,BON7 Comdty
BO  H7,18-Jun-15,33.2,BOH7 Comdty
BO  K6,19-Jun-15,33.31,BOK6 Comdty
BO  Z5,19-Jun-15,32.96,BOZ5 Comdty
BO  N6,19-Jun-15,33.35,BON6 Comdty
BO  N8,19-Jun-15,33.55,BON8 Comdty
BO  Z6,19-Jun-15,33.24,BOZ6 Comdty
BO  V7,19-Jun-15,33.62,BOV7 Comdty
BO  F6,19-Jun-15,33.13,BOF16 Comdty
BO  V6,19-Jun-15,33.2,BOV6 Comdty
BO  U5,19-Jun-15,32.71,BOU15 Comdty
BO  V5,19-Jun-15,32.79,BOV15 Comdty
BO  Q5,19-Jun-15,32.63,BOQ15 Comdty
BO  N5,19-Jun-15,32.55,BON15 Comdty
BO  H6,19-Jun-15,33.28,BOH6 Comdty
BO  Z8,19-Jun-15,33.55,BOZ8 Comdty
BO  K7,19-Jun-15,33.59,BOK7 Comdty
BO  N7,19-Jun-15,33.69,BON7 Comdty
BO  Q7,19-Jun-15,33.65,BOQ7 Comdty
BO  H7,19-Jun-15,33.51,BOH7 Comdty
BO  V8,19-Jun-15,33.55,BOV8 Comdty
BO  Z7,19-Jun-15,33.55,BOZ7 Comdty
BO  U6,19-Jun-15,33.27,BOU6 Comdty
BO  F7,19-Jun-15,33.34,BOF7 Comdty
BO  Q6,19-Jun-15,33.32,BOQ6 Comdty
BO  U7,19-Jun-15,33.64,BOU7 Comdty
BO  K6,22-Jun-15,33.47,BOK6 Comdty
BO  N6,22-Jun-15,33.48,BON6 Comdty
BO  Z5,22-Jun-15,33.31,BOZ5 Comdty
BO  V7,22-Jun-15,33.7,BOV7 Comdty
BO  K7,22-Jun-15,33.67,BOK7 Comdty
BO  N8,22-Jun-15,33.63,BON8 Comdty
BO  Z6,22-Jun-15,33.32,BOZ6 Comdty
BO  Q6,22-Jun-15,33.44,BOQ6 Comdty
BO  N5,22-Jun-15,32.92,BON15 Comdty
BO  U7,22-Jun-15,33.72,BOU7 Comdty
BO  H6,22-Jun-15,33.53,BOH6 Comdty
BO  Q5,22-Jun-15,32.99,BOQ15 Comdty
BO  F6,22-Jun-15,33.45,BOF16 Comdty
BO  V5,22-Jun-15,33.13,BOV15 Comdty
BO  H7,22-Jun-15,33.59,BOH7 Comdty
BO  U5,22-Jun-15,33.06,BOU15 Comdty
BO  V6,22-Jun-15,33.29,BOV6 Comdty
BO  Q7,22-Jun-15,33.73,BOQ7 Comdty
BO  V8,22-Jun-15,33.63,BOV8 Comdty
BO  Z7,22-Jun-15,33.63,BOZ7 Comdty
BO  F7,22-Jun-15,33.42,BOF7 Comdty
BO  U6,22-Jun-15,33.4,BOU6 Comdty
BO  Z8,22-Jun-15,33.63,BOZ8 Comdty
BO  N7,22-Jun-15,33.77,BON7 Comdty
BO  N6,23-Jun-15,33.35,BON6 Comdty
BO  Z5,23-Jun-15,33.2,BOZ5 Comdty
BO  K6,23-Jun-15,33.39,BOK6 Comdty
BO  Q6,23-Jun-15,33.31,BOQ6 Comdty
BO  V7,23-Jun-15,33.56,BOV7 Comdty
BO  K7,23-Jun-15,33.53,BOK7 Comdty
BO  N8,23-Jun-15,33.49,BON8 Comdty
BO  U7,23-Jun-15,33.58,BOU7 Comdty
BO  H6,23-Jun-15,33.46,BOH6 Comdty
BO  Q5,23-Jun-15,32.9,BOQ15 Comdty
BO  Z6,23-Jun-15,33.18,BOZ6 Comdty
BO  F6,23-Jun-15,33.36,BOF16 Comdty
BO  V5,23-Jun-15,33.02,BOV15 Comdty
BO  N5,23-Jun-15,32.82,BON15 Comdty
BO  U5,23-Jun-15,32.96,BOU15 Comdty
BO  H7,23-Jun-15,33.45,BOH7 Comdty
BO  Q7,23-Jun-15,33.59,BOQ7 Comdty
BO  V6,23-Jun-15,33.15,BOV6 Comdty
BO  F7,23-Jun-15,33.28,BOF7 Comdty
BO  Z7,23-Jun-15,33.49,BOZ7 Comdty
BO  U6,23-Jun-15,33.25,BOU6 Comdty
BO  V8,23-Jun-15,33.49,BOV8 Comdty
BO  Z8,23-Jun-15,33.49,BOZ8 Comdty
BO  N7,23-Jun-15,33.63,BON7 Comdty
BO  N6,24-Jun-15,33.75,BON6 Comdty
BO  K6,24-Jun-15,33.8,BOK6 Comdty
BO  Z5,24-Jun-15,33.7,BOZ5 Comdty
BO  Q6,24-Jun-15,33.68,BOQ6 Comdty
BO  H6,24-Jun-15,33.87,BOH6 Comdty
BO  K7,24-Jun-15,33.88,BOK7 Comdty
BO  V6,24-Jun-15,33.5,BOV6 Comdty
BO  U7,24-Jun-15,33.93,BOU7 Comdty
BO  Z6,24-Jun-15,33.53,BOZ6 Comdty
BO  Z8,24-Jun-15,33.84,BOZ8 Comdty
BO  U6,24-Jun-15,33.61,BOU6 Comdty
BO  N8,24-Jun-15,33.84,BON8 Comdty
BO  V5,24-Jun-15,33.5,BOV15 Comdty
BO  V7,24-Jun-15,33.91,BOV7 Comdty
BO  N5,24-Jun-15,33.27,BON15 Comdty
BO  Q5,24-Jun-15,33.35,BOQ15 Comdty
BO  F6,24-Jun-15,33.84,BOF16 Comdty
BO  U5,24-Jun-15,33.42,BOU15 Comdty
BO  V8,24-Jun-15,33.84,BOV8 Comdty
BO  F7,24-Jun-15,33.63,BOF7 Comdty
BO  N7,24-Jun-15,33.98,BON7 Comdty
BO  H7,24-Jun-15,33.8,BOH7 Comdty
BO  Q7,24-Jun-15,33.94,BOQ7 Comdty
BO  Z7,24-Jun-15,33.84,BOZ7 Comdty
BO  K7,25-Jun-15,33.87,BOK7 Comdty
BO  K6,25-Jun-15,33.92,BOK6 Comdty
BO  F6,25-Jun-15,33.99,BOF16 Comdty
BO  Z5,25-Jun-15,33.85,BOZ5 Comdty
BO  Z6,25-Jun-15,33.52,BOZ6 Comdty
BO  Q6,25-Jun-15,33.77,BOQ6 Comdty
BO  Q5,25-Jun-15,33.45,BOQ15 Comdty
BO  N6,25-Jun-15,33.86,BON6 Comdty
BO  U5,25-Jun-15,33.54,BOU15 Comdty
BO  H6,25-Jun-15,34.04,BOH6 Comdty
BO  N8,25-Jun-15,33.83,BON8 Comdty
BO  U6,25-Jun-15,33.69,BOU6 Comdty
BO  V7,25-Jun-15,33.9,BOV7 Comdty
BO  V6,25-Jun-15,33.52,BOV6 Comdty
BO  U7,25-Jun-15,33.92,BOU7 Comdty
BO  V5,25-Jun-15,33.64,BOV15 Comdty
BO  N5,25-Jun-15,33.36,BON15 Comdty
BO  Q7,25-Jun-15,33.93,BOQ7 Comdty
BO  Z7,25-Jun-15,33.83,BOZ7 Comdty
BO  V8,25-Jun-15,33.83,BOV8 Comdty
BO  F7,25-Jun-15,33.62,BOF7 Comdty
BO  Z8,25-Jun-15,33.83,BOZ8 Comdty
BO  N7,25-Jun-15,33.97,BON7 Comdty
BO  H7,25-Jun-15,33.79,BOH7 Comdty
BO  Z5,26-Jun-15,33.65,BOZ5 Comdty
BO  K6,26-Jun-15,33.65,BOK6 Comdty
BO  N6,26-Jun-15,33.54,BON6 Comdty
BO  Q6,26-Jun-15,33.44,BOQ6 Comdty
BO  U7,26-Jun-15,33.44,BOU7 Comdty
BO  U5,26-Jun-15,33.38,BOU15 Comdty
BO  Z6,26-Jun-15,33.04,BOZ6 Comdty
BO  U6,26-Jun-15,33.35,BOU6 Comdty
BO  F6,26-Jun-15,33.77,BOF16 Comdty
BO  N5,26-Jun-15,33.22,BON15 Comdty
