pdt,order,value_date,underlying_id,vol_id,op_id,call_put_id,tau,strike,settle_vol
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,450,0.250334641
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,450,0.24496949399999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,460,0.257892138
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,460,0.24448382899999999
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,470,0.261810851
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,470,0.244600659
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,480,0.270121405
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,480,0.249383517
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,490,0.27605353
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,490,0.249800049
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,500,0.291061073
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,500,0.263768068
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,510,0.29308001699999997
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,510,0.254695436
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,520,0.30682785
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,520,0.267084214
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,530,0.303411483
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,530,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,540,0.315943721
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,540,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,550,0.328167356
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,550,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,560,0.34009749
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,560,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,570,0.35174868
